Pasal-Ayat,Isi
1603m,"Jika wali dan anak yang masih di bawah umur berpendapat bahwa perjanjian kerja yang diadakan oleh anak di bawah umur itu akan atau telah mempunyai akibat yang merugikan baginya, atau bahwa syarat - syarat yang tercantum dalam Pasal 1601 g tidak terpenuhi, maka ia boleh mengajukan surat permohonan kepada Pengadilan di tempat kediaman sebenarnya akan yang masih di bawah umur itu, agar perjanjian itu dinyatakan putus Pengadilan tidak boleh meluluskan permohonan itu sebelum mendengar atau memanggil dengan sah anak yang masih di bawah umur itu, majikan, dan juga Balai Harta Peninggalan dalam hal anak yang masih di bawah umur itu berada di bawah perwalian dan Balai Harta Peninggalan itu ditugaskan sebagai wali pengawas.
 Jika Pengadilan meluluskan permohonan, ia harus menetapkan saat hubungan kerja itu akan berakhir. Tidak ada jalan untuk melawan penetapan tersebut tanpa mengurangi wewenang Jaksa Agung untuk mengajukan permintaan kasasi terhadap penetapan tersebut demi kepentingan undang-undang.
 Jika wali dan anak yang masih di bawah umur berpendapat bahwa perjanjian kerja yang diadakan oleh anak di bawah umur itu akan atau telah mempunyai akibat yang merugikan baginya, atau bahwa syarat-syarat yang tercantum dalam Pasal 1601 g tidak terpenuhi, maka ia boleh mengajukan surat permohonan kepada Pengadilan di tempat kediaman sebenarnya akan yang masih di bawah umur itu, agar perjanjian itu dinyatakan putus Pengadilan tidak boleh meluluskan permohonan itu sebelum mendengar atau memanggil dengan sah anak yang masih di bawah umur itu, majikan, dan juga Balai Harta Peninggalan dalam hal anak yang masih di bawah umur itu berada di bawah perwalian dan Balai Harta Peninggalan itu ditugaskan sebagai wali pengawas.
 Jika Pengadilan meluluskan permohonan, ia harus menetapkan saat hubungan kerja itu akan berakhir. Tidak ada jalan untuk melawan penetapan tersebut tanpa mengurangi wewenang Jaksa Agung untuk mengajukan permintaan kasasi terhadap penetapan tersebut demi kepentingan undang-undang.
 Jika wali dan anak yang masih di bawah umur berpendapat bahwa perjanjian kerja yang diadakan oleh anak di bawah umur itu akan atau telah mempunyai akibat yang merugikan baginya, atau bahwa syarat-syarat yang tercantum dalam Pasal 1601 g tidak terpenuhi, maka ia boleh mengajukan surat permohonan kepada Pengadilan di tempat kediaman sebenarnya akan yang masih di bawah umur itu, agar perjanjian itu dinyatakan putus Pengadilan tidak boleh meluluskan permohonan itu sebelum mendengar atau memanggil dengan sah anak yang masih di bawah umur itu, majikan, dan juga Balai Harta Peninggalan dalam hal anak yang masih di bawah umur itu berada di bawah perwalian dan Balai Harta Peninggalan itu ditugaskan sebagai wali pengawas.
 Jika Pengadilan meluluskan permohonan, ia harus menetapkan saat hubungan kerja itu akan berakhir. Tidak ada jalan untuk melawan penetapan tersebut tanpa mengurangi wewenang Jaksa Agung untuk mengajukan permintaan kasasi terhadap penetapan tersebut demi kepentingan undang-undang.
 Jika wali dan anak yang masih di bawah umur berpendapat bahwa perjanjian kerja yang diadakan oleh anak di bawah umur itu akan atau telah mempunyai akibat yang merugikan baginya, atau bahwa syarat-syarat yang tercantum dalam Pasal 1601 g tidak terpenuhi, maka ia boleh mengajukan surat permohonan kepada Pengadilan di tempat kediaman sebenarnya akan yang masih di bawah umur itu, agar perjanjian itu dinyatakan putus Pengadilan tidak boleh meluluskan permohonan itu sebelum mendengar atau memanggil dengan sah anak yang masih di bawah umur itu, majikan, dan juga Balai Harta Peninggalan dalam hal anak yang masih di bawah umur itu berada di bawah perwalian dan Balai Harta Peninggalan itu ditugaskan sebagai wali pengawas. Jika Pengadilan meluluskan permohonan, ia harus menetapkan saat hubungan kerja itu akan berakhir. Tidak ada jalan untuk melawan penetapan tersebut tanpa mengurangi wewenang Jaksa Agung untuk mengajukan permintaan kasasi terhadap penetapan tersebut demi kepentingan undang-undang."
1603n,"Masing-masing pihak dapat memutuskan hubungan kerja tanpa pemberitahuan pemutusan hubungan kerja atau tanpa mengindahkan aturan-aturan yang berlaku bagi pemberitahuan pemutusan hubungan kerja, tetapi pihak yang berbuat demikian tanpa persetujuan pihak lain, bertindak secara bertentangan dengan hukum, kecuali bila ia sekaligus membayar ganti rugi kepada pihak lain atas dasar ketentuan Pasal 1063q, atau ia memutuskan hubungan kerja secara demikian dengan alas dan mendesak yang seketika itu diberitahukan kepada pihak lain."
1603o,"Bagi majikan, yang dipandang sebagai alasan-alasan mendesak dalam arti pasal yang lalu adalah perbuatan-perbuatan, sifat-sifat atau sikap buruh yang sedemikian rupa, sehingga mengakibatkan, bahwa tidak pantaslah majikan diharapkan untuk meneruskan hubungan kerja. Alasan-alasan mendesak dapat dianggap ada, antara lain: 1. jika buruh, waktu mengadakan perjanjian, mengelabui majikan dengan memperlihatkan surat-surat yang palsu atau dipalsukan, atau sengaja memberikan penjelasan-penjelasan palsu kepada majikan mengenai cara berakhirnya hubungan kerja yang lama, 2. jika ia ternyata tidak mempunyai kemampuan atau kesanggupan sedikit pun untuk pekerjaan yang telah dijanjikannya, 3. jika ia, meskipun telah diperingatkan, masih mengikuti kesukaannya minum sampai mabuk, mengisap madat di luar atau suka melakukan perbuatan buruk lain, 4. jika ia melakukan pencurian, penggelapan, penipuan atau kejahatan lainnya yang mengakibatkan ia tidak lagi mendapat kepercayaan dari majikan, 5. jika ia menganiaya, menghina secara kasar atau melakukan ancaman yang membahayakan majikan, anggota keluarga atau anggota rumah tangga majikan atau teman sekerjanya, 6. jika ia membujuk atau mencoba membujuk majikan, anggota keluarga atau anggota rumah tangga majikan, atau teman sekerjanya, untuk melakukan perbuatan-perbuatan yang bertentangan dengan undang-undang atau kesusilaan, 7. jika ia dengan sengaja atau meskipun telah diperingatkan, dengan sembrono merusak milik majikan atau menimbulkan bahaya yang sungguh-sungguh mengancam milik majikan itu, 8. jika ia dengan sengaja atau meskipun telah diperingatkan dengan sembrono menempatkan dirinya sendiri atau orang lain dalam keadaan terancam bahaya besar, 9. jika mengumumkan seluk beluk rumah tangga atau perusahaan majikan, yang seharusnya Ia rahasiakan, 10. jika ia bersikeras menolak memenuhi perintah-perintah wajar yang diberikan oleh atau atas nama majikan, 11. jika ia dengan cara lain terlalu melalaikan kewajiban-kewajiban yang dibebankan kepadanya oleh perjanjian, 12. jika ia karena sengaja atau sembrono menjadi tidak mampu melakukan pekerjaan yang dijanjikan. Janji-janji yang menyerahkan keputusan ke tangan majikan mengenai adanya alasan memaksa dalam arti Pasal 1603 n, adalah batal. Bagi majikan, yang dipandang sebagai alasan-alasan mendesak dalam arti pasal yang lalu adalah perbuatan-perbuatan, sifat-sifat atau sikap buruh yang sedemikian rupa, sehingga mengakibatkan, bahwa tidak pantaslah majikan diharapkan untuk meneruskan hubungan kerja. Alasan-alasan mendesak dapat dianggap ada, antara lain: 1. jika buruh, waktu mengadakan perjanjian, mengelabui majikan dengan memperlihatkan surat-surat yang palsu atau dipalsukan, atau sengaja memberikan penjelasan-penjelasan palsu kepada majikan mengenai cara berakhirnya hubungan kerja yang lama, 2. jika ia ternyata tidak mempunyai kemampuan atau kesanggupan sedikit pun untuk pekerjaan yang telah dijanjikannya."
1603p,"Bagi buruh, yang dipandang sebagai alasan-alasan mendesak dalam arti Pasal 1603 n adalah keadaan yang sedemikian rupa, sehingga mengakibatkan bahwa tidak pantaslah buruh diharapkan untuk meneruskan hubungan kerja. Alasan-alasan mendesak dapat dianggap ada. Antara lain: 1. jika majikan menganiaya, menghina secara kasar atau melakukan ancaman yang membahayakan buruh, anggota keluarga atau anggota rumah tangga buruh, atau membiarkan perbuatan semacam itu dilakukan oleh anggota rumah tangga atau buruh lain bawahannya, 2. jika ia membujuk atau mencoba membujuk buruh, anggota keluarga atau anggota rumah tangga buruh untuk melakukan perbuatan yang bertentangan dengan undang-undang atau kesusilaan atau membiarkan pembujukan atau percobaan pembujukan semacam itu dilakukan oleh anggota rumah tangga atau buruh lain bawahannya, 3. jika ia tidak membayar upah pada waktunya, 4. jika, dalam hal makan dan pemondokan dijanjikan, ia tidak memenuhinya secara layak, 5. jika ia tidak memberikan cukup pekerjaan kepada buruh yang upahnya ditetapkan berdasarkan hasil pekerjaan yang dilakukan, 6. jika ia tidak memberikan atau tidak cukup memberikan bantuan, yang dijanjikan kepada buruh yang upahnya ditetapkan berdasarkan hasil pekerjaan yang dilakukan, 7. jika ia dengan jalan lain terlalu melalaikan kewajiban-kewajiban yang dibebankan kepadanya oleh perjanjian, 8. jika ia, dalam hal yang tidak diwajibkan oleh sifat hubungan kerja, menyuruh buruh, meskipun buruh menolak, untuk melakukan pekerjaan di perusahaan seorang majikan lain, 9. jika hubungan kerja dapat menimbulkan bahaya besar yang mengancam jiwa, kesehatan, kesusilaan atau nama baik buruh, yang tidak melihat pada waktu pembuatan perjanjian, 10. jika buruh, karena sakit atau karena alasan-alasan lain di luar salahnya menjadi tidak mampu melakukan pekerjaan yang dijanjikan itu. Perjanjian yang menyerahkan keputusan ke tangan buruh mengenai adanya alasan mendesak dalam arti Pasal 1603 n, adalah batal."
1603q,"Ganti rugi termaksud pada pasal 1601k dan 1601n dalam hal suatu hubungan kerja diadakan atau dianggap diadakan untuk waktu tidak tentu, adalah sama dengan jumlah upah yang harus dibayar sampai pada hari berikut sesudah hari putusnya hubungan kerja dengan pernyataan pemutusan tersebut. Dalam hal hubungan kerja diadakan untuk waktu tertentu, ganti rugi itu adalah sama dengan jumlah upah untuk jangka waktu hubungan kerja yang menurut Pasal-pasal 1603 e dan 1603 f seharusnya berlangsung terus.
 Yang dimaksud dengan upah di sini adalah bagian-bagian upah tersebut pada Pasal 1601p nomor 1 dan 7 Jika upah buruh, baik seluruhnya maupun sebagian tidak ditetapkan menurut jangka waktu, maka berlaku ukuran termaksud pada Pasal 1601o. Tiap perjanjian yang menetapkan suatu ganti rugi yang lebih rendah bagi buruh, adalah batal. Dalam surat perjanjian atau reglemen dapat ditetapkan suatu ganti rugi yang lebih besar jumlahnya.
 Pengadilan berwenang untuk menetapkan ganti rugi termaksud pada alinea pertama dan keempat pasal ini dalam jumlah yang lebih rendah, jika menurut pendapatnya ganti rugi itu terlalu tinggi.
 Atas ganti rugi yang harus dibayar itu, dikenakan bunga sebesar enam persen setahun, terhitung sejak hari hubungan kerja diakhiri."
1603r,"Jika salah satu pihak memutuskan hubungan kerja tanpa pernyataan pemutusan hubungan kerja atau tanpa mengindahkan ketentuan-ketentuan yang berlaku bagi pernyataan pemutusan hubungan kerja, sambil membayar ganti rugi kepada pihak lainnya menurut ketentuan-ketentuan alinea pertama pasal yang lalu, maka pihak lain tersebut, jika hal itu terjadi dalam keadaan yang sedemikian rupa sehingga kerugian yang diderita tidak dapat dianggap cukup diganti dengan ganti rugi yang diterima itu, berhak menuntut ganti rugi lagi di muka Pengadilan."
1603s,"Dalam hal salah satu pihak dengan sengaja atau karena melawan hukum, pihak lainnya berhak menuntut jumlah termaksud pada Pasal 1603 q atau ganti rugi sepenuhnya. Ketentuan ini berlaku juga jika salah satu pihak dengan sengaja atau karena salahnya memberi alasan mendesak kepada pihak lainnya untuk memutuskan hubungan kerja tanpa pernyataan pemutusan hubungan kerja atau tanpa mengindahkan ketentuan-ketentuan yang berlaku bagi pernyataan pemutusan hubungan kerja dan pihak lain itu menggunakan haknya itu."
1603s bis,"Jika majikan memutuskan hubungan kerja dengan maksud menghindari kewajibannya untuk memberi cuti setelah suatu masa kerja tertentu yang telah diperjanjikan dalam atau berhubungan dengan perjanjian, maka buruh berhak di samping menuntut apa yang dapat ia terima berhubung dengan pemberhentiannya berdasarkan aturan-aturan lain, juga menuntut suatu ganti rugi sebesar gaji yang menurut perjanjian seharusnya diterimanya selama waktu cuti, dan jika dalam perjanjian diperjanjikan suatu perjalanan dengan cuma-cuma, sejumlah uang yang diperlukan untuk perjalanan cuma-cuma menurut perjanjian ke tempat asal atau ke tempat cuti, pada saat pemutusan hubungan kerja.
 Jika di luar hal termaksud pada alinea lalu, sesudah lewat separuh dan masa kerja yang ditetapkan dalam perjanjian untuk memberikan cuti, majikan secara sepihak memutuskan hubungan kerja tanpa alasan mendesak, maka ía wajib, di samping membayar apa yang harus ia bayar kepada buruh berdasarkan aturan-aturan lain, juga membayar sejumlah uang yang perbandingannya dengan jumlah ganti rugi termaksud pada alinea pertama adalah sama dengan perbandingan antara masa kerja yang diperlukan untuk memperoleh cuti yang telah lampau pada waktu pemutusan hubungan kerja dan masa kerja yang diperlukan untuk mendapatkan cuti penuh.
 Dalam menghitung masa kerja, bulan pemutusan hubungan kerja dihitung sebagai satu bulan penuh. Ketentuan di atas berlaku juga jika buruh setelah lewat bagian dari masa kerja tersebut pada alinea yang lalu, memutuskan hubungan kerja dengan alasan mendesak yang disebabkan oleh majikan, atau jika Pengadilan menyatakan putusnya perjanjian berdasarkan alasan penting yang tak mendesak sebagaimana termaksud dalam Pasal 1603 v, atau berdasarkan alasan mendesak yang disebabkan oleh majikan. atau berdasarkan Pasal 1267, karena majikan tidak memenuhi kewajiban-kewajibannya. Jika Pengadilan menyatakan putusnya perjanjian berdasarkan alasan lain dan alasan mendesak, maka ia berwenang mengurangi jumlah uang termaksud dalam alinea kedua, sampai pada suatu jumlah yang menurut hal ihwal kejadian dipandangnya adil."
1603t,"Tiap hak untuk menuntut berdasarkan kedua pasal yang. lalu, batal setelah lewat waktunya satu tahun."
1603u,"Bila hubungan kerja dibuat untuk waktu lebih lama dari lima tahun atau untuk selama hidup seseorang, maka buruh yang bersangkutan, setelah lampau waktu lima tahun terhitung dari saat hubungan kerja mulai berlaku,berhak memutuskan hubungan kerja itu dengan memberitahukan pemutusan hubungan kerja, dengan mengindahkan tenggang waktu enam bulan.
 Tiap perjanjian yang menghilangkan atau memperkecil kemungkinan pemutusan hubungan kerja itu, adalah batal demi hukum."
1603v,"Masing-masing pihak, setiap waktu, juga sebelum pekerjaan dimulai, berhak berdasarkan alasan- alasan penting untuk mengajukan surat permintaan kepada Pengadilan di tempat kediamannya yang sebenarnya, supaya perjanjian kerja dinyatakan putus. Tiap janji yang dapat menghapuskan atau membatasi hak ini adalah batal. Selain alasan-alasan mendesak termaksud pada Pasal 1603n, perubahan-perubahan keadaan dalam mana pekerjaan dilakukan, yang sedemikian rupa sifatnya sehingga adalah layak segera diputuskannya hubungan kerja itu, juga dianggap sebagai alasan-alasan penting. Pengadilan tak boleh meluluskan permohonan sebelum mendengar atau memanggil secara sah pihak lainnya."
1603w,"Wewenang para pihak untuk menuntut pemutusan hubungan kerja berdasarkan Pasal 1267 serta penggantian biaya, kerugian dan bunga, tidak hapus karena ketentuan-ketentuan dalam bagian ini."
1603x,"Perjanjian kerja yang diadakan antara seorang majikan yang tunduk dan seorang buruh yang tidak tunduk pada ketentuan-ketentuan yang lalu dalam bab ini, dikuasai oleh ketentuan-ketentuan ini, apa pun maksud kedua pihak jika perjanjian itu mengenai pekerjaan yang sama atau hampir sama dengan pekerjaan yang biasanya dilakukan oleh buruh-buruh yang tunduk pada ketentuan- ketentuan bab ini. Perjanjian kerja yang diadakan antara seorang majikan yang tidak tunduk dan seorang buruh yang tunduk pada ketentuan-ketentuan yang lalu dalam bab ini, apa pun maksud kedua pihak,dikuasai oleh ketentuan-ketentuan ini."
1603y,"Ketentuan-ketentuan dalam bab ini tidak berlaku bagi orang-orang yang bekerja untuk negara, daerah atau bagian daerah, kotapraja, subak atau badan resmi Iainnya. kecuali jika dinyatakan berlaku sebelum atau pada waktu hubungan kerja dimulai oleh atau atas nama kedua pihak, atau oleh ketentuan perundang-undangan."
1603z,"Dengan undang-undang dapat diadakan aturan-aturan khusus bagi perjanjian-perjanjian untuk melakukan pekerjaan di perusahaan-perusahaan perkebunan atau kerajinan, perusahaan kereta api dan trem, perusahaan pengangkutan, dan perusahaan lainnya."
1604,Dalam perjanjian pemborongan pekerjaan dapat diperjanjikan bahwa pemborong hanya akan melakukan pekerjaan atau bahwa ia juga akan menyediakan bahan-bahannya.
1605,"Dalam hal pemborongan harus menyediakan bahan-bahannya, dan hasil pekerjaannya, karena apa pun juga, musnah sebelum diserahkan, maka kegiatan itu dipikul oleh pemborong kecuali jika pemberi tugas itu lalai untuk menerima hasil pekerjaan tersebut."
1606,"Dalam hal pemborong hanya harus melakukan pekerjaan dan hasil pekerjaannya itu musnah, maka ia hanya bertanggung jawab atas kemusnahan itu sepanjang hal itu terjadi karena kesalahannya."
1607,"Jika musnahnya hasil pekerjaan tersebut dalam pasal yang lalu terjadi di luar kesalahan/kelalaian pemborong sebelum penyerahan dilakukan, sedangkan pemberi tugas pun tidak lalai untuk memeriksa dan menyetujui hasil pekerjaan itu, maka pemborong tidak berhak atas harga yang dijanjikan, kecuali jika barang itu musnah karena bahan-bahannya cacat."
